title,rating
Marvin K Mooney Will You Please Go Now ,3.94
The Queen of Spades and Other Stories,4.13
Love Sonnets,4.36
God Got a Dog,4.2
I Dont Want To Be Crazy,3.8
Nejma,4.04
All the Broken Pieces,3.98
The Midnight Ride of Paul Revere,4.09
The Incident Report,3.55
A Diversity of Creatures,3.61
Poetry and Short Stories by a Bipolar Girl,4.27
Come Away My Beloved,4.58
A Mayan Astronomer in Hells Kitchen,4.32
Rusty String Quartet,4.24
The Collected Works,4.44
The Ballad of Reading Gaol and Other Poems,4.17
The Lightning Should Have Fallen on Ghalib,4.2
Murder in the Cathedral,3.76
Jason and the Golden Fleece ,3.82
The Tale of Genji,4.05
The Lays of Beleriand,3.97
Stone Hotel,4.17
The Charnel Rose Senlin,4.6
Pictures of the Gone World,4.11
The Painter of Modern Life and Other Essays ,3.96
Cautionary Tales for Children,4.2
New and Selected Poems Volume One,4.53
Bringing the Rain to Kapiti Plain,4.2
The Gardener,4.29
The Gold Bug and Other Tales,3.97
Demon,4.22
Opus Posthumous,4.34
Poems,4.38
Paper Covers Rock,3.39
Goblin Market,4.09
Egils Saga,4.06
Amphigorey,4.04
Forgive Me I Meant to Do It,3.81
Mirza Ghalib,4.3
Selected Poems and Four Plays,4.36
Selected Poems,4.02
Childrens Songbook,4.72
Gmorning Gnight ,4.33
The Three Cornered World,3.83
The Continual Condition,3.86
Love and Leftovers,3.76
On the Night You Were Born,4.36
Bear Snores On,4.25
Folklore and Fable,4.19
Collected Poems,4.22
Peer Gynt,3.73
Manifestoes of Surrealism,3.9
I Love You Is Back,4.3
The Heart Sutra,4.35
A Thousand Mornings,4.21
Sisters of the Earth,4.32
The Temple,4.16
 Love Poems,3.4
 Selected Poems,4.3
What Do We Know,4.28
The Mikado,3.9
Bone Palace Ballet,4.0
The Crying Book,3.91
Anxiety,4.35
Caught Screaming,4.58
The Tolkien Reader,4.0
Selected Poetry,4.23
Old Black Fly,3.8
The Poet,3.46
The Rape of the Lock,3.57
In Custody,3.36
Zen Ties,4.2
Life Studies,3.99
The Transformation,4.36
The Voyage of the Arctic Tern,4.23
Carver,3.97
Collected Poems,4.28
Essays and Poems ,4.0
Helium,4.36
Selected Poems,4.17
The Sound of Colors,4.36
The Memory Room,4.24
Bigfoot,4.21
The Romantic Dogs,3.92
Le Ton beau de Marot,4.25
Shakespeare,4.03
Fragments,4.2
Verse for Ages,4.72
The Essential CS Lewis,4.25
The Complete Poems of Henry Wadsworth Longfellow,4.21
Hard Core Logo,3.67
All the Places to Love,4.4
Beowulf,3.37
A Shropshire Lad and Last Poems,4.29
Will You Be My Friend,4.32
A Book of Luminous Things,4.2
The Weight of Snow,4.47
Love Cake,4.36
Maybe If I Loved You More,4.24
The Essential Gwendolyn Brooks,4.34
The Way of the Sufi,4.15
Walt Disneys Mother Goose ,4.32
Born Palestinian Born Black,4.35
Love,4.45
The Selected Poems of Yehuda Halevi,4.55
Final Harvest,4.29
Aurora Leigh and Other Poems,3.77
The Nature of Things,3.98
The Lais of Marie de France,3.86
This Is for You,4.3
The Book of Delights,4.31
Still Life with Oysters and Lemon,4.21
Selected Poems,4.17
This Is Just to Say,4.22
Mohawk Trail,3.86
What My Girlfriend Doesnt Know,3.95
Mother Was a Tragic Girl,4.47
The Works of the Bronte Sisters,4.33
The Language Inside,3.87
Cloud Busting,4.05
Becoming the Villainess,4.22
A Shropshire Lad,4.04
Hand Hand Fingers Thumb,4.23
Frankenstein Makes a Sandwich,4.21
I Was the Jukebox,4.25
The Dog in the Manger,3.67
A Murmur in the Trees,4.35
Monolithos,4.35
Glimpse,3.84
The Poems of Gerard Manley Hopkins,4.3
Poems,4.22
The Portable Dante,4.23
How to Read the Psalms,3.96
Triangles,3.97
Trilce,4.32
Nativity Poems,4.15
Not Without Laughter,4.2
Lyrics  ,4.58
The Sonnets and A Lovers Complaint,4.25
Philip Larkin,4.05
In Mad Love and War,4.23
Collected Poems Prose and Plays,4.32
Edleston,4.2
The Essential Haiku,4.34
The City in Which I Love You,4.24
Lyrics and Poems  ,4.64
Death to the Pigs,4.21
Watermark,4.12
Six by Seuss,4.49
Sight Map,4.29
Madelines Rescue,4.23
Divagations,4.31
Selections from the Canzoniere and Other Works,3.94
Love Songs of Carbon ,3.8
Tristan,3.85
Of This World,4.66
The Tower,4.06
The Essential Neruda,4.46
The White Goddess,4.03
Sir Gawain and the Green Knight Pearl and Sir Orfeo,3.97
The Book of Images,4.39
Krylovs Fables ,4.11
Revolutionary Letters,4.29
The Vintage Book of Contemporary American Poetry,3.98
The Complete Plays,4.21
Amphigorey Too,4.47
The Spider and the Fly,4.22
Hesiod and Theognis,3.69
Erotic Poems,4.04
Anabasis,3.89
The Collected Autobiographies of Maya Angelou,4.64
What Goes On,4.45
Mr Brown Can Moo  Can You,4.12
Amphigorey Again,4.42
Persians,4.1
Modern Love,3.63
Selected Poems  ,4.23
The Highwayman,4.27
The Flowers of Evil and Paris Spleen,4.36
The Simple Art of Flying,4.12
A Coney Island of the Mind,4.16
Poetry Speaks Expanded,4.45
The Color of My Words,4.1
The Lonely Ones,4.03
Borderlands,4.31
Perceval or The Story of the Grail,3.67
Little Dog Lost,3.93
Tales of Belkin and Other Prose Writings,4.26
Catharine and Other Writings,3.75
The Essential Writings of Jonathan Swift,4.07
I Wrote This for You and Only You,4.17
Our Sister Killjoy,3.84
Duino Elegies,4.43
Akhenaten,3.76
Aureole,3.93
Forget Me Not,3.93
Crow,4.1
Zami,4.3
Chicken Soup for the Teenage Soul on Tough Stuff,4.23
Hear Me Roar,4.5
The Song of Hiawatha,3.9
King Haralds Saga,4.02
Emblems of Desire,4.39
